,Name,Cost,Protein (g),Calories,Fat (g),Servings,Preparation Time (m),Health Score,Gluten Free,Vegetarian,Dairy Free,name lower,Food Type,Meat Type
732,How to make the perfect Chocolate Chip Eggnog Bars,0.10606060606060605,0.0380952380952381,0.08279470606340412,0.06116207951070336,0.059322033898305086,0.061068702290076333,0.015873015873015872,False,False,False,how to make the perfect chocolate chip eggnog bars,Dessert,Vegetarian
733,Cannellini Bean and Asparagus Salad with Mushrooms,0.17234848484848483,0.0761904761904762,0.07879347491535857,0.06116207951070336,0.03389830508474576,0.061068702290076333,0.1746031746031746,True,True,True,cannellini bean and asparagus salad with mushrooms,Veggies/Beans,Vegetarian
734,Mediterrean Tuna Salad,0.45265151515151514,0.2,0.12588488765774083,0.10397553516819572,0.0,0.061068702290076333,0.3492063492063492,True,False,True,mediterrean tuna salad,Seafood,Meat
735,Creamy Curry Chicken With Yellow Rice,0.23863636363636362,0.0380952380952381,0.10310864881502001,0.09174311926605505,0.00847457627118644,0.061068702290076333,0.12698412698412698,True,True,True,creamy curry chicken with yellow rice,Poultry,Meat
736,Maple Glazed Bacon Wrapped Pork Tenderloin,0.31439393939393934,0.08571428571428572,0.09079716835949522,0.05504587155963303,0.01694915254237288,0.061068702290076333,0.047619047619047616,True,False,True,maple glazed bacon wrapped pork tenderloin,Pork,Meat
737,Instant Pot Chicken Tacos,0.8352272727272727,0.4666666666666667,0.08494921514312095,0.01834862385321101,0.03389830508474576,0.030534351145038167,0.5238095238095238,True,False,True,instant pot chicken tacos,Poultry,Meat
738,(Houston's) Spinach Dip,0.2689393939393939,0.10476190476190476,0.1111111111111111,0.10091743119266056,0.05084745762711865,0.061068702290076333,0.1746031746031746,False,True,False,(houston's) spinach dip,Dip/Sauce,Vegetarian
739,Homemade pineapple ice cream,0.20075757575757575,0.12380952380952381,0.14035087719298245,0.07339449541284404,0.03389830508474576,0.061068702290076333,0.09523809523809523,True,True,False,homemade pineapple ice cream,Dessert,Vegetarian
740,Chicken Mulligatawny Soup,0.4621212121212121,0.2571428571428571,0.10957217605417051,0.03058103975535168,0.03389830508474576,0.061068702290076333,0.2857142857142857,False,False,False,chicken mulligatawny soup,Poultry,Meat
741,Peach Melba,0.011363636363636364,0.0,0.0015389350569405972,0.0,1.0,0.061068702290076333,0.0,False,False,False,peach melba,Dessert,Vegetarian
743,Homemade Apple Almond Granola Bars,0.08522727272727272,0.05714285714285714,0.06124961526623576,0.024464831804281346,0.0847457627118644,0.061068702290076333,0.19047619047619047,False,True,False,homemade apple almond granola bars,Dessert,Vegetarian
744,Banana Creme Brulee,0.19886363636363635,0.02857142857142857,0.08587257617728532,0.07033639143730887,0.05084745762711865,0.061068702290076333,0.015873015873015872,True,True,False,banana creme brulee,Dessert,Vegetarian
745,Dulce De Leche,0.31439393939393934,0.06666666666666667,0.13080947983995075,0.024464831804281346,0.01694915254237288,0.061068702290076333,0.047619047619047616,True,True,False,dulce de leche,Dessert,Vegetarian
746,Easy Slow Cooker Chicken Tortilla Soup,0.3409090909090909,0.3047619047619048,0.08464142813173284,0.012232415902140673,0.05084745762711865,0.5572519083969466,0.4126984126984127,True,False,True,easy slow cooker chicken tortilla soup,Poultry,Meat
747,Polenta gnocchi with savoy cabbage and cheese,0.44507575757575757,0.19047619047619047,0.13727300707910126,0.0764525993883792,0.0,0.061068702290076333,0.36507936507936506,True,True,False,polenta gnocchi with savoy cabbage and cheese,Veggies/Beans,Vegetarian
748,Chocolate Hazelnut Cake,0.37689393939393934,0.09523809523809523,0.2585410895660203,0.11926605504587157,0.0847457627118644,0.061068702290076333,0.047619047619047616,False,False,False,chocolate hazelnut cake,Dessert,Vegetarian
749,Kenyan Pilau,0.490530303030303,0.3523809523809524,0.13881194213604187,0.01529051987767584,0.01694915254237288,0.061068702290076333,0.4126984126984127,True,False,True,kenyan pilau,Beef,Meat
750,Homemade Pecan Pie,0.16477272727272727,0.047619047619047616,0.1332717759310557,0.0581039755351682,0.03389830508474576,0.05343511450381679,0.015873015873015872,False,True,False,homemade pecan pie,Dessert,Vegetarian
751,Carrot Raisin Chocolate Chip Cookies,0.013257575757575758,0.009523809523809525,0.02523853493382579,0.012232415902140673,0.288135593220339,0.061068702290076333,0.0,False,False,False,carrot raisin chocolate chip cookies,Dessert,Vegetarian
752,Roasted Butterflied Chicken w. Onions & Carrots,0.5378787878787878,0.819047619047619,0.3527239150507849,0.25688073394495414,0.01694915254237288,0.061068702290076333,0.4444444444444444,True,False,False,roasted butterflied chicken w. onions & carrots,Poultry,Meat
753,Green Tea Fruit Medley Smoothie,0.13825757575757575,0.01904761904761905,0.012619267466912895,0.0030581039755351682,0.01694915254237288,0.061068702290076333,0.047619047619047616,True,True,False,green tea fruit medley smoothie,Beverage,Vegetarian
755,Steamed Clams In Wine and Chorizo,0.5700757575757575,0.24761904761904763,0.1677439212065251,0.11314984709480122,0.0,0.061068702290076333,0.14285714285714285,True,False,True,steamed clams in wine and chorizo,Seafood,Meat
756,Slow Cooker Baked Potato Soup,0.5284090909090909,0.23809523809523808,0.18621114188981225,0.08868501529051988,0.00847457627118644,0.816793893129771,0.7142857142857143,False,False,False,slow cooker baked potato soup,Soup,Vegetarian
757,5 Minute Xocai Chocolate Mug Cake,0.24242424242424243,0.09523809523809523,0.10741766697445368,0.045871559633027525,0.0,0.061068702290076333,0.06349206349206349,False,True,False,5 minute xocai chocolate mug cake,Dessert,Vegetarian
758,Meyer Lemon Ricotta Pancakes with Blackberry Compote,0.4431818181818181,0.26666666666666666,0.18159433671899045,0.08256880733944955,0.0,0.061068702290076333,0.2698412698412698,False,True,False,meyer lemon ricotta pancakes with blackberry compote,Dessert,Vegetarian
759,"Vanilla Cream Cakes, Easy and Fluffy Holiday Cakes",0.16098484848484848,0.10476190476190476,0.16712834718374883,0.09480122324159021,0.11016949152542373,0.061068702290076333,0.06349206349206349,False,True,False,"vanilla cream cakes, easy and fluffy holiday cakes",Dessert,Vegetarian
760,Grilled Eggplant and Heirloom Tomato Stacks With Basil and Tomato Coulis,0.5378787878787878,0.10476190476190476,0.05940289319790705,0.05198776758409786,0.025423728813559324,0.061068702290076333,0.5714285714285714,True,True,False,grilled eggplant and heirloom tomato stacks with basil and tomato coulis,Veggies/Beans,Vegetarian
761,North Carolina-Style BBQ Pulled Pork,0.28409090909090906,0.24761904761904763,0.06740535549399815,0.01529051987767584,0.0847457627118644,0.061068702290076333,0.1746031746031746,True,False,False,north carolina-style bbq pulled pork,Pork,Meat
762,Caramel ice cream,0.12878787878787876,0.047619047619047616,0.14558325638658048,0.09785932721712538,0.03389830508474576,0.061068702290076333,0.015873015873015872,True,True,False,caramel ice cream,Dessert,Vegetarian
763,Blue Cheese Burgers,0.846590909090909,0.42857142857142855,0.1994459833795014,0.11314984709480122,0.01694915254237288,0.061068702290076333,0.2698412698412698,False,False,False,blue cheese burgers,Comfort,Vegetarian
764,Lemon square bars,0.01893939393939394,0.009523809523809525,0.018159433671899046,0.012232415902140673,0.1864406779661017,0.061068702290076333,0.0,False,True,False,lemon square bars,Dessert,Vegetarian
765,Fluffy frittata with spinach,0.28598484848484845,0.19047619047619047,0.08187134502923976,0.06116207951070336,0.01694915254237288,0.061068702290076333,0.3333333333333333,True,False,False,fluffy frittata with spinach,Breakfast,Vegetarian
766,Coconut Macaroons With Chocolate Drizzle,0.043560606060606064,0.01904761904761905,0.04401354262850108,0.021406727828746176,0.1864406779661017,0.061068702290076333,0.015873015873015872,False,True,False,coconut macaroons with chocolate drizzle,Dessert,Vegetarian
767,Vegetable Rice,0.22159090909090906,0.1523809523809524,0.21329639889196675,0.03363914373088685,0.0,0.061068702290076333,0.2698412698412698,True,True,False,vegetable rice,Veggies/Beans,Vegetarian
768,Applesauce Cake,0.19507575757575757,0.0761904761904762,0.1698984302862419,0.07033639143730887,0.0847457627118644,0.061068702290076333,0.06349206349206349,False,True,False,applesauce cake,Dessert,Vegetarian
769,Brown Sugar Sponge Cookie w/ Chocolate Covered Caramels,0.0,0.009523809523809525,0.0024622960911049553,0.0,0.1864406779661017,0.061068702290076333,0.0,False,True,True,brown sugar sponge cookie w/ chocolate covered caramels,Dessert,Vegetarian
770,Stuffed Lemons in the Oven,0.07007575757575757,0.009523809523809525,0.0021545090797168358,0.0,0.01694915254237288,0.061068702290076333,0.1746031746031746,True,False,True,stuffed lemons in the oven,Salad/Fruit,Vegetarian
771,Cheesy Cauliflower,0.178030303030303,0.11428571428571428,0.06463527239150507,0.04281345565749235,0.03389830508474576,0.061068702290076333,0.1111111111111111,False,False,False,cheesy cauliflower,Veggies/Beans,Vegetarian
772,Black Forest Mini Cheesecakes,0.1875,0.047619047619047616,0.12803939673745768,0.08256880733944955,0.0847457627118644,0.061068702290076333,0.015873015873015872,False,False,False,black forest mini cheesecakes,Dessert,Vegetarian
773,Jean's Seafood Gumbo,1.0,0.6857142857142857,0.1677439212065251,0.06116207951070336,0.059322033898305086,0.061068702290076333,0.9047619047619048,False,False,True,jean's seafood gumbo,Seafood,Meat
774,Banana Split Sundae Ice Cream Cake,0.15530303030303028,0.05714285714285714,0.13419513696522006,0.0672782874617737,0.13559322033898305,0.061068702290076333,0.031746031746031744,False,False,False,banana split sundae ice cream cake,Dessert,Vegetarian
775,Classic scones,0.08901515151515152,0.08571428571428572,0.1188057863958141,0.039755351681957186,0.01694915254237288,0.061068702290076333,0.031746031746031744,False,True,False,classic scones,Dessert,Vegetarian
776,Chicken Enchilada Salad Wraps,0.31439393939393934,0.20952380952380953,0.15604801477377656,0.07339449541284404,0.01694915254237288,0.061068702290076333,0.2222222222222222,False,False,False,chicken enchilada salad wraps,Poultry,Meat
777,Chicken Piccata With Angel Hair Pasta,0.5606060606060606,0.2571428571428571,0.22437673130193905,0.09174311926605505,0.0,0.061068702290076333,0.5238095238095238,False,False,False,chicken piccata with angel hair pasta,Poultry,Meat
778,Ancient Grains Bread,0.10416666666666664,0.10476190476190476,0.06955986457371499,0.009174311926605505,0.1016949152542373,0.061068702290076333,0.5714285714285714,False,True,False,ancient grains bread,Grain/Pasta/Starch,Vegetarian
779,Beef Lo Mein Noodles,0.46401515151515155,0.26666666666666666,0.13111726685133887,0.05504587155963303,0.01694915254237288,0.061068702290076333,0.2698412698412698,False,False,True,beef lo mein noodles,Beef,Meat
780,Vanilla Pound Cake,0.12878787878787876,0.05714285714285714,0.0997229916897507,0.04892966360856269,0.06779661016949153,0.10687022900763359,0.031746031746031744,False,True,False,vanilla pound cake,Dessert,Vegetarian
781,Doughnuts,0.10606060606060605,0.12380952380952381,0.1268082486919052,0.0061162079510703364,0.0,0.061068702290076333,0.6190476190476191,False,True,False,doughnuts,Dessert,Vegetarian
782,OREO Cookie Balls – Snowman,0.32386363636363635,0.047619047619047616,0.13911972914742998,0.08256880733944955,0.0847457627118644,0.10687022900763359,0.015873015873015872,False,False,False,oreo cookie balls – snowman,Dessert,Vegetarian
783,Rosemary Walnut Bread,0.13257575757575757,0.08571428571428572,0.09079716835949522,0.045871559633027525,0.11864406779661017,0.061068702290076333,0.1746031746031746,False,True,False,rosemary walnut bread,Grain/Pasta/Starch,Vegetarian
784,Old Fashioned Mac and Cheese #SundaySupper,0.7613636363636362,1.0,0.7907048322560788,0.42201834862385323,0.0,0.061068702290076333,0.7301587301587301,False,False,False,old fashioned mac and cheese #sundaysupper,Comfort,Vegetarian
785,Dessert Apple Rings With Cinnamon Cream Syrup,0.2765151515151515,0.02857142857142857,0.11972914742997845,0.0061162079510703364,0.03389830508474576,0.061068702290076333,0.031746031746031744,False,True,True,dessert apple rings with cinnamon cream syrup,Dessert,Vegetarian
786,Mango Banana Coconut Smoothie,0.11553030303030302,0.01904761904761905,0.041859033548784244,0.024464831804281346,0.01694915254237288,0.061068702290076333,0.06349206349206349,True,True,True,mango banana coconut smoothie,Beverage,Vegetarian
787,Spicy Chicken Corn Dogs with Homemade Chili Sauce,0.29924242424242425,0.13333333333333333,0.1295783317943983,0.0764525993883792,0.05084745762711865,0.061068702290076333,0.09523809523809523,True,False,True,spicy chicken corn dogs with homemade chili sauce,Poultry,Meat
788,Autumn Cheesecake,0.20075757575757575,0.0380952380952381,0.1061865189289012,0.0581039755351682,0.05084745762711865,0.061068702290076333,0.015873015873015872,False,True,False,autumn cheesecake,Dessert,Vegetarian
789,Berry Fruit Crumble,0.2784090909090909,0.01904761904761905,0.04493690366266544,0.027522935779816515,0.03389830508474576,0.061068702290076333,0.06349206349206349,True,False,True,berry fruit crumble,Dessert,Vegetarian
790,Mangoes with Rum and Ice Cream,0.19507575757575757,0.009523809523809525,0.038781163434903045,0.0061162079510703364,0.01694915254237288,0.061068702290076333,0.06349206349206349,True,False,True,mangoes with rum and ice cream,Dessert,Vegetarian
791,Easy Thanksgiving Entertaining,0.6912878787878788,0.047619047619047616,0.14219759926131118,0.10397553516819572,0.03389830508474576,0.007633587786259542,0.09523809523809523,True,True,False,easy thanksgiving entertaining,Poultry,Meat
792,Loaded Baked Potato Soup,0.23674242424242423,0.21904761904761905,0.19667590027700832,0.11314984709480122,0.05084745762711865,0.08396946564885496,0.2222222222222222,False,False,False,loaded baked potato soup,Soup,Vegetarian
793,Brown Rice Mushroom Pilaf,0.07196969696969696,0.047619047619047616,0.0649430594028932,0.01529051987767584,0.01694915254237288,0.061068702290076333,0.6666666666666666,True,True,True,brown rice mushroom pilaf,Veggies/Beans,Vegetarian
794,Mushroom Goat Cheese Baked Eggs,0.8806818181818182,0.38095238095238093,0.21945213911972913,0.0764525993883792,0.0,0.061068702290076333,0.6031746031746031,False,True,False,mushroom goat cheese baked eggs,Veggies/Beans,Vegetarian
795,Crispy Tiger Prawns With Honey and Garlic Sauce,0.2121212121212121,0.05714285714285714,0.04493690366266544,0.024464831804281346,0.00847457627118644,0.061068702290076333,0.015873015873015872,True,False,True,crispy tiger prawns with honey and garlic sauce,Dessert,Vegetarian
796,Beans Hawaiian,0.29734848484848486,0.2761904761904762,0.13204062788550322,0.03058103975535168,0.05084745762711865,0.061068702290076333,0.30158730158730157,True,False,True,beans hawaiian,Veggies/Beans,Vegetarian
797,Caprese Quick Bread,0.07386363636363637,0.047619047619047616,0.032317636195752536,0.01529051987767584,0.0847457627118644,0.061068702290076333,0.031746031746031744,False,True,False,caprese quick bread,Grain/Pasta/Starch,Vegetarian
798,Fenugreek Roti,0.030303030303030304,0.0380952380952381,0.020006155740227762,0.0030581039755351682,0.06779661016949153,0.061068702290076333,0.14285714285714285,False,True,False,fenugreek roti,Grain/Pasta/Starch,Vegetarian
799,Easy Pork Chops on Stuffing,0.4261363636363636,0.3047619047619048,0.10526315789473684,0.04892966360856269,0.03389830508474576,0.061068702290076333,0.5396825396825397,False,False,False,easy pork chops on stuffing,Pork,Meat
800,Buttery Pull Apart Monkey Bread,0.05681818181818182,0.05714285714285714,0.11665127731609726,0.06422018348623854,0.11864406779661017,0.061068702290076333,0.047619047619047616,False,True,False,buttery pull apart monkey bread,Grain/Pasta/Starch,Vegetarian
